subject_id	sid_hash	phase	trial	house_type
88	8fbbe6	test	24	column
88	8fbbe6	test	25	row
88	8fbbe6	test	26	row
88	8fbbe6	test	27	row
88	8fbbe6	test	28	row
88	8fbbe6	test	29	column
88	8fbbe6	test	30	column
88	8fbbe6	test	31	column
88	8fbbe6	test	32	column
88	8fbbe6	test	33	column
88	8fbbe6	test	34	column
88	8fbbe6	test	35	column
88	8fbbe6	test	36	column
88	8fbbe6	test	37	row
88	8fbbe6	test	38	row
88	8fbbe6	test	39	row
88	8fbbe6	test	40	row
88	8fbbe6	test	41	row
88	8fbbe6	test	42	row
88	8fbbe6	test	43	row
88	8fbbe6	test	44	column
88	8fbbe6	test	45	column
88	8fbbe6	test	46	column
88	8fbbe6	test	47	column
88	8fbbe6	test	48	row
88	8fbbe6	test	49	row
88	8fbbe6	test	50	column
88	8fbbe6	test	51	column
88	8fbbe6	test	52	column
88	8fbbe6	test	53	column
88	8fbbe6	test	54	row
88	8fbbe6	test	55	row
88	8fbbe6	test	56	row
88	8fbbe6	test	57	row
88	8fbbe6	test	58	row
88	8fbbe6	test	59	column
88	8fbbe6	test	60	column
88	8fbbe6	test	61	column
88	8fbbe6	test	62	column
88	8fbbe6	test	63	row
88	8fbbe6	test	64	row
89	76b75f	practice	1	row
89	76b75f	practice	2	row
89	76b75f	practice	3	row
89	76b75f	practice	4	row
89	76b75f	practice	5	row
89	76b75f	practice	6	row
89	76b75f	practice	7	row
89	76b75f	practice	8	row
89	76b75f	practice	9	row
89	76b75f	practice	10	row
89	76b75f	practice	11	row
89	76b75f	practice	12	row
89	76b75f	practice	13	row
89	76b75f	practice	14	row
89	76b75f	practice	15	row
89	76b75f	practice	16	row
89	76b75f	practice	17	row
89	76b75f	practice	18	row
89	76b75f	practice	19	row
89	76b75f	practice	20	row
89	76b75f	practice	21	row
89	76b75f	practice	22	row
89	76b75f	practice	23	row
89	76b75f	practice	24	row
89	76b75f	practice	25	row
89	76b75f	questionnaire	1	row
89	76b75f	test	1	column
89	76b75f	test	2	column
89	76b75f	test	3	row
89	76b75f	test	4	row
89	76b75f	test	5	row
89	76b75f	test	6	row
89	76b75f	test	7	column
89	76b75f	test	8	column
89	76b75f	test	9	column
89	76b75f	test	10	row
89	76b75f	test	11	row
89	76b75f	test	12	row
89	76b75f	test	13	row
89	76b75f	test	14	column
89	76b75f	test	15	column
89	76b75f	test	16	column
89	76b75f	test	17	column
89	76b75f	test	18	column
89	76b75f	test	19	column
89	76b75f	test	20	row
89	76b75f	test	21	row
89	76b75f	test	22	row
89	76b75f	test	23	row
89	76b75f	test	24	column
89	76b75f	test	25	row
89	76b75f	test	26	row
89	76b75f	test	27	row
89	76b75f	test	28	row
89	76b75f	test	29	column
89	76b75f	test	30	column
89	76b75f	test	31	column
89	76b75f	test	32	column
89	76b75f	test	33	column
89	76b75f	test	34	column
89	76b75f	test	35	column
89	76b75f	test	36	column
89	76b75f	test	37	row
89	76b75f	test	38	row
89	76b75f	test	39	row
